chars,words,vowels,num_of_punctuations,first_letter_caps,is_heading
34,5,10,0,1,0
1,1,0,0,0,0
1094,229,297,69,1,0
1,1,0,0,0,0
27,4,8,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
580,96,185,12,1,0
1,1,0,0,0,0
1846,312,576,50,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
14,4,3,2,1,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
36,5,12,0,1,0
1,1,0,0,0,0
819,144,246,26,1,0
1,1,0,0,0,0
399,75,128,11,1,0
7,3,1,1,0,0
1,1,0,0,0,0
14,5,3,3,0,0
1,1,0,0,0,0
9,3,1,2,0,0
1,1,0,0,0,0
2,1,0,1,0,0
7,3,1,1,0,0
1,1,0,0,0,0
25,9,4,6,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
310,60,97,12,0,0
2,1,0,0,0,0
1,1,0,0,0,0
16,6,2,4,0,0
1,1,0,0,0,0
7,2,1,2,0,0
1,1,0,0,0,0
16,6,1,4,0,0
1,1,0,0,0,0
7,2,0,2,0,0
1,1,0,0,0,0
11,4,1,3,0,0
1,1,0,0,0,0
18,7,2,4,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
538,90,168,12,0,0
1,1,0,0,0,0
390,63,123,6,1,0
1,1,0,0,0,0
27,4,8,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
200,35,63,5,0,0
1,1,0,0,0,0
134,25,37,6,1,0
1,1,0,0,0,0
311,63,94,10,1,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
7,2,0,2,0,0
1,1,0,0,0,0
20,8,2,3,0,0
1,1,0,0,0,0
13,5,1,3,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
7,3,1,1,0,0
1,1,0,0,0,0
4,2,0,0,1,0
1,1,0,0,0,0
34,12,3,8,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
287,50,91,7,0,0
1,1,0,0,0,0
554,93,170,21,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
14,4,3,2,1,0
1,1,0,0,0,0
387,70,114,9,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
48,5,19,0,1,0
1,1,0,0,0,0
2712,438,843,84,1,0
1,1,0,0,0,0
27,4,8,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
136,23,35,6,1,0
1,1,0,0,0,0
651,107,189,12,1,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
37,5,15,0,1,0
1,1,0,0,0,0
1533,257,470,34,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
14,4,3,2,1,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
50,7,17,0,1,0
1,1,0,0,0,0
726,122,221,15,1,0
1,1,0,0,0,0
60,10,12,6,1,0
1,1,0,0,0,0
24,5,0,6,1,0
1,1,0,0,0,0
21,5,0,4,1,0
1,1,0,0,0,0
169,31,42,7,1,0
1,1,0,0,0,0
1612,265,482,33,0,0
1,1,0,0,0,0
225,42,32,32,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
152,26,43,3,1,0
1,1,0,0,0,0
2452,398,749,41,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
14,4,3,2,1,0
1,1,0,0,0,0
569,95,174,10,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
12,1,4,0,1,0
1,1,0,0,0,0
1214,205,375,19,1,0
1,1,0,0,0,0
27,4,8,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
11,1,4,0,1,0
3136,453,726,372,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
14,4,3,2,1,0
1,1,0,0,0,0
3404,490,754,433,1,0
1,1,0,0,0,0
27,4,8,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
453,65,104,62,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
14,4,3,2,1,0
1,1,0,0,0,0
71,9,24,1,1,0
367,64,112,12,1,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
40,7,11,1,1,0
1,1,0,0,0,0
984,201,285,32,1,0
22,9,3,2,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
367,82,92,23,1,0
1,1,0,0,0,0
15,5,0,4,1,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
235,48,50,13,0,0
706,223,0,19,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
44,10,8,7,1,0
19,8,3,2,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
67,12,15,4,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
274,55,72,14,1,0
1,1,0,0,0,0
27,4,8,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,1,0
4,1,0,1,1,0
1,1,0,0,0,0
69,10,20,1,1,0
41,4,13,0,1,0
1,1,0,0,0,0
294,82,61,10,1,0
1,1,0,0,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
318,110,50,20,0,0
1,1,0,0,0,0
3,1,0,1,0,0
180,36,44,12,1,0
1,1,0,0,0,0
4,1,0,1,1,0
1,1,0,0,0,0
43,4,14,0,1,0
1,1,0,0,0,0
131,31,37,2,1,0
2,2,0,0,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
575,137,147,27,0,0
2,1,0,0,0,0
1,1,0,0,0,0
96,19,26,3,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
14,4,3,2,1,0
1,1,0,0,0,0
176,57,26,30,0,0
465,224,8,82,0,0
1,1,0,0,0,0
18,4,8,0,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
310,63,74,26,0,0
1,1,0,0,0,0
981,226,213,69,1,0
1,1,0,0,0,0
76,20,17,4,1,0
1,1,0,0,0,0
27,4,8,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
409,138,0,9,0,0
1,1,0,0,0,0
69,23,12,6,1,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
95,39,4,20,0,0
4,2,0,0,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
23,9,4,3,0,0
2,1,0,0,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
4,2,0,0,0,0
1,1,0,0,0,0
5,2,0,2,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
43,7,12,1,0,0
1,1,0,0,0,0
1,1,0,0,0,0
34,3,12,1,1,0
13,2,4,0,1,0
62,6,18,6,1,0
1,1,0,0,0,0
13,2,4,0,1,0
49,5,11,6,1,0
1,1,0,0,0,0
567,83,187,11,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
13,1,4,0,1,0
1,1,0,0,0,0
2079,347,663,56,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
11,1,3,0,1,0
1,1,0,0,0,0
40,4,14,1,1,0
203,38,57,4,1,0
300,45,61,30,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
34,3,12,1,1,0
1,1,0,0,0,0
805,128,240,35,0,0
1,1,0,0,0,0
1331,214,398,40,1,0
70,35,0,7,0,0
1,1,0,0,0,0
183,62,23,21,0,0
1,1,0,0,0,0
705,123,202,17,1,0
39,18,0,6,0,0
1,1,0,0,0,0
9,5,0,0,0,0
1,1,0,0,0,0
6,3,0,0,0,0
1,1,0,0,0,0
74,18,17,8,1,0
1,1,0,0,0,0
22,5,4,3,1,0
198,49,50,5,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
1669,342,420,134,1,0
1,1,0,0,0,0
19,3,6,1,1,0
1887,312,585,45,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
34,3,12,1,1,0
1,1,0,0,0,0
756,131,219,34,1,0
1,1,0,0,0,0
15,3,3,1,1,0
1925,370,541,69,1,0
1,1,0,0,0,0
436,97,125,16,1,0
1,1,0,0,0,0
22,5,4,3,1,0
253,66,54,18,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
1019,262,232,91,1,0
1,1,0,0,0,0
2,1,0,0,1,0
370,93,85,25,1,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
34,3,12,1,1,0
1,1,0,0,0,0
26,5,6,1,1,0
692,151,194,28,1,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
9,3,2,1,0,0
1,1,0,0,0,0
8,3,0,4,0,0
1,1,0,0,0,0
56,23,11,8,1,0
4,1,1,1,0,0
1,1,0,0,0,0
773,176,182,40,1,0
140,36,33,4,1,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
255,70,48,27,1,0
1,1,0,0,0,0
22,5,4,3,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
1001,212,277,25,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
16,2,4,0,1,0
1,1,0,0,0,0
1672,323,474,59,1,0
56,31,0,12,1,0
1,1,0,0,0,0
4,2,0,0,0,0
1,1,0,0,0,0
3,2,0,0,1,0
1,1,0,0,0,0
274,43,84,9,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
34,3,12,1,1,0
1,1,0,0,0,0
3191,651,848,165,1,0
176,22,55,10,1,0
1,1,0,0,0,0
22,5,4,3,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
177,41,45,12,1,0
1,1,0,0,0,0
46,16,10,7,1,0
1,1,0,0,0,0
2,2,0,0,0,0
1,1,0,0,0,0
143,22,41,5,1,0
1,1,0,0,0,0
10,7,0,0,0,0
1,1,0,0,0,0
10,1,2,3,0,0
1,1,0,0,0,0
9,6,0,0,0,0
1,1,0,0,0,0
56,9,16,5,1,0
1,1,0,0,0,0
4,4,0,0,0,0
1,1,0,0,0,0
9,1,2,3,0,0
1,1,0,0,0,0
10,10,0,0,0,0
1,1,0,0,0,0
1140,217,309,52,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
27,3,9,1,1,0
1,1,0,0,0,0
654,114,198,29,1,0
1,1,0,0,0,0
49,15,9,5,1,0
1,1,0,0,0,0
34,3,12,1,1,0
1,1,0,0,0,0
2038,392,554,127,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
8,1,2,0,1,0
1,1,0,0,0,0
1623,314,425,94,1,0
1,1,0,0,0,0
22,5,4,3,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
2125,452,533,167,1,0
310,64,73,26,1,0
1,1,0,0,0,0
10,1,1,4,0,0
1,1,0,0,0,0
7,3,0,2,1,0
1,1,0,0,0,0
17,4,1,6,1,0
1,1,0,0,0,0
10,1,2,4,0,0
1,1,0,0,0,0
7,3,0,2,1,0
1,1,0,0,0,0
4,2,0,0,1,0
1,1,0,0,0,0
125,20,37,3,1,0
1,1,0,0,0,0
121,25,25,13,1,0
1,1,0,0,0,0
34,3,12,1,1,0
1,1,0,0,0,0
2013,360,599,75,1,0
1,1,0,0,0,0
14,5,2,0,1,0
1,1,0,0,0,0
8,4,0,0,1,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
234,67,48,25,1,0
4,1,1,1,0,0
1,1,0,0,0,0
22,5,4,3,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
481,106,123,42,1,0
4,1,1,1,0,0
1,1,0,0,0,0
957,186,292,37,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
8,1,3,0,1,0
1,1,0,0,0,0
1306,205,430,24,1,0
1,1,0,0,0,0
11,1,4,0,1,0
711,93,168,61,1,0
1,1,0,0,0,0
5,1,0,0,0,0
1,1,0,0,0,0
34,3,12,1,1,0
1,1,0,0,0,0
3405,427,757,343,1,0
1,1,0,0,0,0
1,1,0,0,0,0
63,11,0,1,1,0
436,63,132,4,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
409,89,103,28,1,0
31,15,0,9,1,0
1,1,0,0,0,0
341,66,89,24,1,0
1,1,0,0,0,0
181,39,47,14,1,0
7,3,0,1,0,0
1,1,0,0,0,0
28,9,2,9,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
298,45,92,11,1,0
92,12,24,5,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
19,2,0,0,1,0
1,1,0,0,0,0
808,131,240,37,1,0
1,1,0,0,0,0
1981,328,622,48,0,0
1,1,0,0,0,0
62,10,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1936,310,602,24,0,0
1,1,0,0,0,0
246,46,68,16,1,0
1,1,0,0,0,0
183,39,46,21,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
19,2,0,0,1,0
1,1,0,0,0,0
571,129,137,42,1,0
4,2,0,0,1,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
19,6,0,6,0,0
5,2,0,1,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
24,9,0,9,0,0
5,2,0,1,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
194,38,49,14,1,0
1,1,0,0,0,0
583,118,160,43,1,0
1,1,0,0,0,0
188,54,33,20,0,0
1,1,0,0,0,0
133,32,31,20,1,0
1,1,0,0,0,0
62,10,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
212,35,67,5,0,0
2,1,0,0,1,0
1,1,0,0,0,0
3,1,1,0,1,0
1,1,0,0,0,0
15,6,2,4,1,0
5,2,0,1,0,0
1,1,0,0,0,0
29,9,1,8,0,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
746,173,152,81,0,0
2,1,0,0,1,0
1,1,0,0,0,0
5,2,0,1,1,0
5,2,0,1,0,0
1,1,0,0,0,0
6,2,0,0,1,0
1,1,0,0,0,0
10,4,0,1,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
30,13,0,9,1,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
719,156,160,63,0,0
2,1,0,0,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
26,11,0,9,1,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
135,37,23,20,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
19,2,0,0,1,0
1,1,0,0,0,0
518,147,78,77,1,0
2,1,0,0,1,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
20,6,2,6,1,0
5,2,0,1,0,0
1,1,0,0,0,0
17,6,1,5,1,0
1,1,0,0,0,0
7,3,0,1,1,0
1,1,0,0,0,0
34,14,3,5,1,0
1,1,0,0,0,0
229,76,38,41,1,0
1,1,0,0,0,0
838,206,181,98,0,0
1,1,0,0,0,0
136,33,24,19,0,0
1,1,0,0,0,0
62,10,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
172,65,7,53,0,0
1,1,0,0,0,0
275,63,61,27,1,0
3,1,0,1,0,0
1,1,0,0,0,0
6,3,0,1,0,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
626,133,151,60,0,0
2,1,0,0,1,0
1,1,0,0,0,0
24,9,0,8,0,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
14,5,2,4,0,0
4,1,1,1,0,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
56,17,7,9,0,0
1,1,0,0,0,0
385,67,108,19,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
19,2,0,0,1,0
1,1,0,0,0,0
2055,406,534,123,1,0
1,1,0,0,0,0
149,42,27,25,0,0
2,1,0,0,1,0
1,1,0,0,0,0
21,6,2,7,0,0
4,1,1,1,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
189,40,53,14,0,0
1,1,0,0,0,0
62,10,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
17,7,2,4,1,0
1,1,0,0,0,0
1,1,0,0,0,0
11,5,0,3,1,0
1,1,0,0,0,0
9,5,1,1,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
160,35,36,17,1,0
2,1,0,0,1,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
23,9,2,9,0,0
4,1,1,1,0,0
1,1,0,0,0,0
26,11,3,9,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
231,53,51,28,1,0
5,2,0,1,0,0
1,1,0,0,0,0
322,69,68,40,0,0
2,1,0,0,1,0
1,1,0,0,0,0
15,9,0,3,1,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
23,9,5,7,0,0
1,1,0,0,0,0
19,9,2,7,0,0
1,1,0,0,0,0
4,1,1,1,0,0
1,1,0,0,0,0
13,5,0,4,1,0
4,1,1,1,0,0
1,1,0,0,0,0
7,2,1,0,1,0
1,1,0,0,0,0
10,4,2,1,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
9,5,0,1,0,0
1,1,0,0,0,0
9,5,0,1,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
539,107,128,54,1,0
1,1,0,0,0,0
250,56,56,25,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
19,2,0,0,1,0
1,1,0,0,0,0
105,24,23,13,1,0
1,1,0,0,0,0
401,91,71,71,0,0
1,1,0,0,0,0
692,150,163,71,1,0
1,1,0,0,0,0
577,141,136,42,1,0
1,1,0,0,0,0
62,10,0,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
229,47,59,12,0,0
1,1,0,0,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
89,30,11,17,1,0
1,1,0,0,0,0
294,85,44,63,0,0
2,1,0,0,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
4,2,0,1,1,0
1,1,0,0,0,0
6,2,1,0,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
19,9,1,7,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
181,44,34,29,1,0
2,1,0,0,1,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
21,6,0,7,0,0
5,2,0,1,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
307,82,47,45,0,0
3,2,0,0,1,0
1,1,0,0,0,0
8,4,0,1,1,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
143,22,41,8,0,0
2,1,0,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
15,6,0,4,0,0
4,1,1,1,0,0
1,1,0,0,0,0
26,9,4,8,0,0
1,1,0,0,0,0
16,7,2,3,1,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
19,2,0,0,1,0
1,1,0,0,0,0
140,42,24,23,0,0
1,1,0,0,0,0
420,112,80,59,1,0
1,1,0,0,0,0
191,38,44,17,0,0
2,1,0,0,1,0
1,1,0,0,0,0
13,5,0,4,1,0
4,1,1,1,0,0
1,1,0,0,0,0
7,2,1,0,1,0
1,1,0,0,0,0
10,4,2,1,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
23,10,2,7,0,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
298,59,59,38,1,0
2,1,0,0,1,0
1,1,0,0,0,0
17,6,2,6,0,0
4,1,1,1,0,0
1,1,0,0,0,0
26,11,3,9,0,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
114,29,14,32,0,0
1,1,0,0,0,0
1,1,0,0,0,0
10,5,0,1,1,0
1,1,0,0,0,0
2,1,0,1,0,0
2,1,0,0,1,0
1,1,0,0,0,0
6,3,0,1,1,0
1,1,0,0,0,0
15,5,0,6,1,0
1,1,0,0,0,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
256,53,60,17,0,0
10,5,0,0,1,0
1,1,0,0,0,0
3,1,0,2,0,0
10,4,1,2,0,0
1,1,0,0,0,0
14,6,2,2,1,0
1,1,0,0,0,0
4,1,1,0,1,0
14,5,1,3,0,0
1,1,0,0,0,0
8,2,1,0,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
43,10,12,6,0,0
7,4,0,1,1,0
1,1,0,0,0,0
123,30,29,11,1,0
1,1,0,0,0,0
20,3,4,4,0,0
1,1,0,0,0,0
62,10,0,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
179,40,33,25,1,0
1,1,0,0,0,0
689,110,199,24,0,0
1,1,0,0,0,0
1150,226,241,129,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
19,2,0,0,1,0
1,1,0,0,0,0
216,41,41,29,1,0
1,1,0,0,0,0
636,137,155,43,1,0
26,4,0,6,0,0
1,1,0,0,0,0
12,2,0,2,0,0
1,1,0,0,0,0
26,4,0,6,0,0
1,1,0,0,0,0
26,4,0,6,0,0
1,1,0,0,0,0
27,4,0,7,0,0
1,1,0,0,0,0
26,4,0,6,0,0
1,1,0,0,0,0
25,4,0,5,0,0
1,1,0,0,0,0
26,4,0,6,0,0
1,1,0,0,0,0
105,22,29,1,1,0
211,40,19,37,0,0
1,1,0,0,0,0
7,5,0,1,1,0
1,1,0,0,0,0
13,2,0,3,0,0
1,1,0,0,0,0
13,2,0,3,0,0
1,1,0,0,0,0
6,6,0,0,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
12,2,0,2,0,0
1,1,0,0,0,0
13,2,0,3,0,0
1,1,0,0,0,0
7,1,0,2,0,0
1,1,0,0,0,0
7,1,0,2,0,0
1,1,0,0,0,0
1235,222,326,57,1,0
1,1,0,0,0,0
62,10,0,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
2448,414,715,88,1,0
436,63,110,31,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
19,2,0,0,1,0
1,1,0,0,0,0
2873,416,713,239,1,0
1,1,0,0,0,0
62,10,0,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
77,15,17,8,1,0
1,1,0,0,0,0
10,2,3,1,1,0
1,1,0,0,0,0
61,12,15,3,0,0
1,1,0,0,0,0
46,7,11,7,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
19,2,0,0,1,0
1,1,0,0,0,0
10,2,3,1,1,0
1,1,0,0,0,0
1,1,0,0,0,0
21,3,7,0,1,0
119,12,36,7,1,0
718,107,225,12,1,0
1,1,0,0,0,0
31,3,9,2,1,0
1,1,0,0,0,0
40,5,4,5,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
13,1,4,0,1,0
1,1,0,0,0,0
685,114,181,52,1,0
1,1,0,0,0,0
515,92,150,17,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
43,20,0,0,0,0
1,1,0,0,0,0
4,1,0,1,0,0
187,89,0,0,0,0
1,1,0,0,0,0
6,3,0,0,0,0
1,1,0,0,0,0
6,3,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
790,372,0,0,0,0
1,1,0,0,0,0
319,150,0,0,0,0
1,1,0,0,0,0
6,3,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
6,3,0,0,0,0
1,1,0,0,0,0
42,18,0,0,0,0
1,1,0,0,0,0
63,29,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
13,6,0,0,0,0
1,1,0,0,0,0
27,13,0,0,0,0
1,1,0,0,0,0
32,15,0,0,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
12,6,0,0,0,0
1,1,0,0,0,0
8,4,0,0,0,0
1,1,0,0,0,0
6,3,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
223,104,0,0,0,0
1,1,0,0,0,0
249,118,0,0,0,0
1,1,0,0,0,0
196,92,0,0,0,0
1,1,0,0,0,0
4,2,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1004,164,280,59,1,0
4,2,0,0,0,0
1,1,0,0,0,0
12,4,0,4,0,0
4,1,1,1,0,0
1,1,0,0,0,0
11,4,2,3,0,0
4,1,1,1,0,0
1,1,0,0,0,0
21,8,2,7,0,0
1,1,0,0,0,0
4,1,0,2,0,0
1,1,0,0,0,0
1108,170,325,45,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
970,150,302,23,0,0
2,1,0,0,0,0
1,1,0,0,0,0
11,2,2,2,0,0
4,1,1,1,0,0
1,1,0,0,0,0
45,11,3,20,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
4,1,0,2,0,0
1,1,0,0,0,0
2662,402,815,90,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1063,159,338,21,0,0
1,1,0,0,0,0
4,1,0,1,0,0
