chars,words,vowels,num_of_punctuations,first_letter_caps,is_heading
28,11,0,8,1,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
94,19,27,2,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
166,43,31,14,0,0
4,1,0,1,0,0
1,1,0,0,0,0
39,15,4,4,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
1,1,0,0,0,0
17,7,2,0,0,0
1,1,0,0,0,0
12,4,1,2,1,0
1,1,0,0,0,0
10,4,1,1,0,0
1,1,0,0,0,0
352,92,73,38,0,0
4,1,0,1,0,0
1,1,0,0,0,0
32,14,0,11,1,0
1,1,0,0,0,0
1,1,0,0,0,0
17,7,2,0,0,0
1,1,0,0,0,0
12,4,1,2,1,0
1,1,0,0,0,0
10,4,1,1,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
561,132,113,56,1,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
44,3,18,1,1,0
1,1,0,0,0,0
1052,173,331,31,1,0
1,1,0,0,0,0
1129,200,330,71,0,0
1,1,0,0,0,0
20,2,6,0,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
17,3,5,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
2,2,0,0,0,0
1,1,0,0,0,0
16,2,5,0,1,0
1,1,0,0,0,0
1109,236,278,71,1,0
1,1,0,0,0,0
167,40,27,25,1,0
1,1,0,0,0,0
1262,251,336,90,1,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
36,5,10,0,1,0
1,1,0,0,0,0
967,200,249,75,1,0
6,2,0,1,1,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
15,5,1,3,0,0
8,2,1,2,0,0
1,1,0,0,0,0
17,5,1,4,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
489,94,131,33,0,0
1,1,0,0,0,0
1277,261,346,82,0,0
1,1,0,0,0,0
1376,246,404,61,1,0
1,1,0,0,0,0
15,1,5,0,1,0
1,1,0,0,0,0
11,2,4,0,1,0
1,1,0,0,0,0
603,115,164,46,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
12,1,4,0,1,0
1,1,0,0,0,0
1285,205,404,41,1,0
1,1,0,0,0,0
34,3,12,0,0,0
1,1,0,0,0,0
20,2,6,0,1,0
1,1,0,0,0,0
17,3,5,0,0,0
1,1,0,0,0,0
26,3,8,0,0,0
1,1,0,0,0,0
39,3,17,2,0,0
1,1,0,0,0,0
16,2,5,0,1,0
1,1,0,0,0,0
2240,358,677,101,1,0
1,1,0,0,0,0
152,22,36,15,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
22,4,7,0,1,0
1,1,0,0,0,0
383,95,101,31,1,0
7,3,1,1,1,0
1,1,0,0,0,0
606,154,107,78,1,0
4,1,0,0,1,0
1,1,0,0,0,0
168,45,38,14,1,0
2,1,0,0,0,0
1,1,0,0,0,0
56,24,2,11,0,0
4,2,0,0,0,0
1,1,0,0,0,0
92,40,3,18,0,0
6,3,0,0,0,0
1,1,0,0,0,0
142,43,23,13,1,0
4,2,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
128,48,11,19,0,0
6,3,0,0,0,0
1,1,0,0,0,0
88,39,3,17,0,0
6,3,0,0,0,0
1,1,0,0,0,0
64,25,2,17,0,0
4,2,0,0,0,0
1,1,0,0,0,0
94,42,3,17,0,0
6,3,0,0,0,0
1,1,0,0,0,0
29,13,1,6,0,0
2,1,0,0,0,0
1,1,0,0,0,0
199,70,24,20,0,0
2,1,0,0,0,0
1,1,0,0,0,0
34,16,0,8,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
16,8,0,2,0,0
1,1,0,0,0,0
33,15,1,6,0,0
5,2,0,1,0,0
1,1,0,0,0,0
17,8,0,5,0,0
1,1,0,0,0,0
231,43,69,16,1,0
4,2,0,0,1,0
1,1,0,0,0,0
54,14,12,8,0,0
1,1,0,0,0,0
157,31,41,15,0,0
4,2,0,0,1,0
1,1,0,0,0,0
10,4,0,5,0,0
1,1,0,0,0,0
131,43,21,26,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
179,34,45,10,1,0
4,2,0,0,1,0
1,1,0,0,0,0
11,4,0,5,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
51,18,6,9,1,0
4,2,0,0,0,0
1,1,0,0,0,0
40,18,0,14,0,0
4,2,0,0,1,0
1,1,0,0,0,0
8,3,1,1,1,0
4,2,0,0,0,0
1,1,0,0,0,0
75,39,2,18,1,0
12,6,0,2,0,0
1,1,0,0,0,0
26,13,1,8,0,0
15,6,0,3,0,0
1,1,0,0,0,0
11,5,0,5,0,0
1,1,0,0,0,0
44,9,10,1,1,0
12,6,0,2,0,0
1,1,0,0,0,0
73,42,0,15,0,0
33,18,0,7,0,0
1,1,0,0,0,0
7,3,1,0,1,0
4,2,0,0,0,0
1,1,0,0,0,0
22,12,0,5,0,0
1,1,0,0,0,0
25,13,0,9,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
10,6,0,2,1,0
1,1,0,0,0,0
25,13,0,9,0,0
1,1,0,0,0,0
7,2,2,0,0,0
4,2,0,0,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
10,6,0,2,1,0
1,1,0,0,0,0
27,14,0,9,1,0
1,1,0,0,0,0
20,2,7,1,1,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
4,1,0,1,1,0
1,1,0,0,0,0
11,5,0,1,1,0
2,1,0,0,0,0
1,1,0,0,0,0
34,12,6,5,0,0
10,4,0,3,1,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
4,2,0,0,0,0
1,1,0,0,0,0
47,14,9,3,1,0
1,1,0,0,0,0
176,70,17,24,1,0
1,1,0,0,0,0
131,70,1,28,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
98,26,21,7,1,0
3,2,0,0,1,0
1,1,0,0,0,0
12,3,0,4,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
4,2,0,0,1,0
2,1,0,1,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
14,6,0,2,1,0
2,1,0,0,0,0
1,1,0,0,0,0
10,4,0,3,1,0
1,1,0,0,0,0
624,178,124,76,0,0
2,1,0,0,0,0
1,1,0,0,0,0
9,5,0,3,0,0
4,1,1,1,0,0
1,1,0,0,0,0
42,16,4,7,0,0
1,1,0,0,0,0
134,36,28,17,1,0
75,36,2,20,0,0
1,1,0,0,0,0
40,11,8,4,1,0
3,2,0,1,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
15,5,2,2,0,0
9,5,0,2,0,0
1,1,0,0,0,0
13,6,1,1,0,0
1,1,0,0,0,0
21,9,0,4,0,0
14,2,0,3,0,0
1,1,0,0,0,0
155,44,28,19,0,0
4,1,1,1,0,0
1,1,0,0,0,0
13,3,1,3,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
515,105,112,55,1,0
1,1,0,0,0,0
11,4,1,1,0,0
1,1,0,0,0,0
171,45,32,20,0,0
10,4,0,3,0,0
1,1,0,0,0,0
16,4,0,5,0,0
1,1,0,0,0,0
14,3,0,4,0,0
1,1,0,0,0,0
5,2,1,0,0,0
3,2,0,0,0,0
1,1,0,0,0,0
38,15,0,10,0,0
10,5,0,2,0,0
1,1,0,0,0,0
14,6,1,2,0,0
1,1,0,0,0,0
22,8,3,4,0,0
4,1,1,1,0,0
1,1,0,0,0,0
16,6,0,5,0,0
1,1,0,0,0,0
11,5,0,3,1,0
1,1,0,0,0,0
35,13,4,7,0,0
1,1,0,0,0,0
14,6,0,2,0,0
1,1,0,0,0,0
8,4,0,2,0,0
1,1,0,0,0,0
183,38,41,18,1,0
50,17,0,11,0,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
10,4,1,2,0,0
1,1,0,0,0,0
19,6,0,5,0,0
1,1,0,0,0,0
10,3,0,2,0,0
36,14,0,6,0,0
1,1,0,0,0,0
33,10,0,8,0,0
24,9,1,4,0,0
1,1,0,0,0,0
7,2,0,1,0,0
2,1,0,0,0,0
1,1,0,0,0,0
13,5,3,2,1,0
1,1,0,0,0,0
25,5,9,0,1,0
1,1,0,0,0,0
17,5,2,3,0,0
1,1,0,0,0,0
33,11,0,8,1,0
1,1,0,0,0,0
24,9,2,2,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
94,21,24,7,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
4,1,1,0,0,0
1,1,0,0,0,0
11,5,0,3,0,0
1,1,0,0,0,0
4,1,1,0,0,0
1,1,0,0,0,0
19,8,1,4,1,0
1,1,0,0,0,0
14,6,0,4,0,0
1,1,0,0,0,0
4,1,1,0,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
4,1,1,0,0,0
10,4,0,3,0,0
1,1,0,0,0,0
24,8,0,8,0,0
1,1,0,0,0,0
5,2,1,0,0,0
1,1,0,0,0,0
24,6,0,12,0,0
1,1,0,0,0,0
4,1,1,0,0,0
1,1,0,0,0,0
18,7,0,4,1,0
26,10,0,5,1,0
1,1,0,0,0,0
14,6,1,1,0,0
1,1,0,0,0,0
24,6,0,12,0,0
1,1,0,0,0,0
4,1,1,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
8,4,0,1,0,0
1,1,0,0,0,0
15,8,0,2,1,0
1,1,0,0,0,0
11,5,1,0,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
258,47,72,12,0,0
3,1,1,0,0,0
1,1,0,0,0,0
3,2,0,1,0,0
1,1,0,0,0,0
15,4,3,3,0,0
2,1,1,0,0,0
1,1,0,0,0,0
10,4,2,0,0,0
1,1,0,0,0,0
9,2,3,0,0,0
1,1,0,0,0,0
3,1,1,1,0,0
1,1,0,0,0,0
9,3,2,1,0,0
1,1,0,0,0,0
80,15,18,10,0,0
4,2,1,0,0,0
1,1,0,0,0,0
14,4,3,3,0,0
17,9,3,1,0,0
1,1,0,0,0,0
19,4,3,5,1,0
1,1,0,0,0,0
20,5,7,0,0,0
1,1,0,0,0,0
9,3,0,4,0,0
4,2,1,0,0,0
1,1,0,0,0,0
9,3,2,3,0,0
1,1,0,0,0,0
68,22,9,18,0,0
24,10,1,6,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
21,6,6,1,0,0
1,1,0,0,0,0
136,38,31,8,1,0
11,5,2,0,0,0
1,1,0,0,0,0
20,8,4,4,0,0
1,1,0,0,0,0
7,3,2,1,0,0
3,1,0,1,0,0
1,1,0,0,0,0
8,3,1,1,0,0
1,1,0,0,0,0
7,2,2,0,0,0
4,2,1,0,0,0
1,1,0,0,0,0
26,11,3,5,0,0
1,1,0,0,0,0
5,2,1,0,0,0
1,1,0,0,0,0
4,2,0,0,1,0
5,1,0,3,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
15,7,0,2,1,0
2,1,0,0,0,0
1,1,0,0,0,0
9,3,0,3,1,0
1,1,0,0,0,0
18,7,0,4,0,0
1,1,0,0,0,0
188,43,36,14,1,0
7,4,0,1,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
4,1,0,1,0,0
1,1,0,0,0,0
4,1,1,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
24,12,0,3,1,0
1,1,0,0,0,0
13,8,0,1,0,0
5,2,0,1,0,0
1,1,0,0,0,0
17,7,1,3,0,0
1,1,0,0,0,0
1,1,0,0,0,0
4,2,0,1,0,0
1,1,0,0,0,0
4,2,0,0,0,0
1,1,0,0,0,0
10,4,0,1,1,0
1,1,0,0,0,0
4,2,0,0,0,0
1,1,0,0,0,0
8,3,0,2,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
237,47,52,18,1,0
2,1,0,1,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
5,3,0,0,0,0
1,1,0,0,0,0
4,2,0,2,0,0
1,1,0,0,0,0
34,16,1,5,0,0
1,1,0,0,0,0
79,15,24,1,1,0
16,6,3,3,0,0
1,1,0,0,0,0
5,3,0,0,0,0
1,1,0,0,0,0
49,9,16,1,0,0
1,1,0,0,0,0
5,2,1,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
18,7,1,3,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
7,4,0,1,0,0
1,1,0,0,0,0
266,55,65,22,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
198,69,11,46,0,0
1,1,0,0,0,0
8,2,2,0,0,0
1,1,0,0,0,0
18,7,0,6,0,0
1,1,0,0,0,0
49,21,0,14,0,0
1,1,0,0,0,0
26,11,0,8,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
7,3,1,0,0,0
1,1,0,0,0,0
10,5,0,2,0,0
3,2,0,0,0,0
1,1,0,0,0,0
151,36,42,10,0,0
122,58,0,27,0,0
1,1,0,0,0,0
4,2,0,1,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
79,35,1,15,0,0
46,23,0,10,0,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
123,35,24,6,0,0
1,1,0,0,0,0
15,7,1,1,1,0
1,1,0,0,0,0
3,1,0,1,1,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
44,21,0,10,0,0
83,29,14,3,1,0
1,1,0,0,0,0
2,2,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
9,5,0,1,1,0
1,1,0,0,0,0
8,2,2,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
3,2,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
56,26,3,7,1,0
2,1,0,0,0,0
1,1,0,0,0,0
16,8,0,4,0,0
7,3,0,1,0,0
1,1,0,0,0,0
30,15,2,2,1,0
1,1,0,0,0,0
23,10,0,5,1,0
1,1,0,0,0,0
16,8,0,5,0,0
1,1,0,0,0,0
83,27,11,10,1,0
1,1,0,0,0,0
97,39,5,14,1,0
1,1,0,0,0,0
489,109,109,45,0,0
27,11,0,3,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
106,31,17,10,0,0
31,13,3,1,1,0
1,1,0,0,0,0
7,4,0,1,0,0
1,1,0,0,0,0
18,6,2,1,1,0
2,2,0,0,0,0
1,1,0,0,0,0
3,2,0,0,0,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
3,1,0,1,1,0
1,1,0,0,0,0
9,2,1,2,1,0
1,1,0,0,0,0
17,7,2,0,0,0
1,1,0,0,0,0
3,1,0,1,1,0
1,1,0,0,0,0
12,4,1,2,1,0
1,1,0,0,0,0
10,4,1,1,0,0
1,1,0,0,0,0
188,57,29,26,1,0
31,15,0,3,1,0
1,1,0,0,0,0
263,61,54,34,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
359,94,62,46,1,0
2,1,0,0,0,0
1,1,0,0,0,0
34,10,3,7,0,0
4,1,1,1,0,0
1,1,0,0,0,0
21,6,2,8,0,0
1,1,0,0,0,0
100,17,33,2,1,0
31,10,2,6,0,0
1,1,0,0,0,0
44,13,4,9,0,0
2,1,0,0,1,0
1,1,0,0,0,0
21,6,1,6,0,0
1,1,0,0,0,0
13,4,2,1,0,0
1,1,0,0,0,0
23,6,2,9,0,0
1,1,0,0,0,0
128,39,9,35,0,0
1,1,0,0,0,0
34,12,2,8,0,0
1,1,0,0,0,0
327,86,64,45,1,0
31,12,0,7,0,0
1,1,0,0,0,0
12,2,0,6,0,0
1,1,0,0,0,0
6,3,0,1,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
17,4,0,5,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
20,5,0,6,1,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
6,2,0,1,1,0
1,1,0,0,0,0
14,5,1,4,0,0
7,3,0,1,0,0
1,1,0,0,0,0
13,4,2,1,0,0
15,5,1,3,0,0
1,1,0,0,0,0
16,4,2,5,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
3,1,0,2,0,0
5,2,0,1,0,0
1,1,0,0,0,0
13,4,2,1,0,0
9,3,1,2,0,0
1,1,0,0,0,0
14,4,2,4,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
109,26,15,17,1,0
6,2,0,1,1,0
1,1,0,0,0,0
10,5,0,3,0,0
9,3,1,2,0,0
1,1,0,0,0,0
24,5,3,7,0,0
1,1,0,0,0,0
388,111,72,36,1,0
5,2,0,1,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
1,1,0,0,0,0
674,168,124,57,0,0
1,1,0,0,0,0
654,161,131,81,0,0
1,1,0,0,0,0
32,11,4,3,1,0
1,1,0,0,0,0
12,4,1,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
20,4,1,6,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
12,1,4,0,1,0
526,65,132,28,1,0
1,1,0,0,0,0
2095,271,583,108,1,0
1,1,0,0,0,0
2512,323,669,144,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
265,34,60,20,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,1,0
1,1,0,0,0,0
18,2,5,0,1,0
35,12,5,8,0,0
1,1,0,0,0,0
66,12,17,5,1,0
4,2,0,0,0,0
1,1,0,0,0,0
4,2,0,0,0,0
1,1,0,0,0,0
17,3,1,6,1,0
1,1,0,0,0,0
106,28,17,12,1,0
1,1,0,0,0,0
1,1,0,0,0,0
49,9,13,2,0,0
2,1,0,0,0,0
1,1,0,0,0,0
16,8,0,3,1,0
1,1,0,0,0,0
4,1,1,0,0,0
7,1,0,3,0,0
1,1,0,0,0,0
12,7,0,1,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
16,7,1,3,0,0
1,1,0,0,0,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
257,67,50,40,0,0
1,1,0,0,0,0
420,93,89,39,1,0
9,2,1,2,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
632,123,170,37,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
943,182,243,62,1,0
38,15,0,8,0,0
1,1,0,0,0,0
493,110,102,48,1,0
26,10,0,4,1,0
1,1,0,0,0,0
51,19,4,7,0,0
1,1,0,0,0,0
49,16,8,8,1,0
2,2,0,0,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
3,2,0,0,1,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
9,4,0,2,0,0
1,1,0,0,0,0
9,3,1,0,0,0
1,1,0,0,0,0
5,2,0,2,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
57,8,16,0,1,0
31,6,9,2,1,0
4,1,1,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
14,2,5,1,1,0
1,1,0,0,0,0
800,118,260,9,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
178,21,42,10,1,0
1,1,0,0,0,0
1901,304,556,67,1,0
1,1,0,0,0,0
512,62,143,38,1,0
1,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
35,7,0,6,1,0
1,1,0,0,0,0
3840,572,1150,146,0,0
1,1,0,0,0,0
58,8,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
3494,573,1039,92,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
35,7,0,6,1,0
1,1,0,0,0,0
3678,729,1007,195,1,0
1,1,0,0,0,0
58,8,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
3274,579,983,115,0,0
1,1,0,0,0,0
657,113,201,24,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
35,7,0,6,1,0
1,1,0,0,0,0
224,37,66,8,1,0
1,1,0,0,0,0
1787,304,544,48,0,0
1,1,0,0,0,0
58,8,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1095,182,340,18,1,0
1,1,0,0,0,0
815,125,229,32,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
35,7,0,6,1,0
1,1,0,0,0,0
2440,479,653,129,0,0
1,1,0,0,0,0
117,29,31,6,1,0
5,2,1,1,0,0
1,1,0,0,0,0
15,6,1,4,1,0
1,1,0,0,0,0
306,67,68,20,0,0
1,1,0,0,0,0
58,8,0,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
248,57,60,17,1,0
11,3,1,4,0,0
1,1,0,0,0,0
52,19,0,8,0,0
1,1,0,0,0,0
46,15,4,16,1,0
1,1,0,0,0,0
2171,414,583,101,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
35,7,0,6,1,0
1,1,0,0,0,0
183,28,54,13,0,0
6,2,1,0,0,0
1,1,0,0,0,0
19,6,4,2,0,0
6,2,1,0,0,0
1,1,0,0,0,0
474,75,142,20,1,0
16,4,2,5,1,0
1,1,0,0,0,0
9,2,0,3,0,0
1,1,0,0,0,0
252,44,71,6,1,0
15,4,2,2,0,0
1,1,0,0,0,0
11,2,2,3,0,0
1,1,0,0,0,0
1512,274,438,63,0,0
1,1,0,0,0,0
58,8,0,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
117,28,29,13,0,0
1,1,0,0,0,0
1015,205,269,61,0,0
8,2,1,3,0,0
1,1,0,0,0,0
124,37,22,21,1,0
12,4,2,2,0,0
1,1,0,0,0,0
33,10,7,4,1,0
1,1,0,0,0,0
4,1,1,0,0,0
1,1,0,0,0,0
4,1,1,0,0,0
10,3,1,4,0,0
1,1,0,0,0,0
19,7,3,4,1,0
1,1,0,0,0,0
25,6,5,3,0,0
1,1,0,0,0,0
26,13,1,7,1,0
1,1,0,0,0,0
15,5,3,1,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
960,179,271,36,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
44,16,6,7,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
35,7,0,6,1,0
1,1,0,0,0,0
231,56,54,28,0,0
2,1,0,0,0,0
1,1,0,0,0,0
17,5,2,6,1,0
1,1,0,0,0,0
58,13,10,9,1,0
2,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
62,21,10,10,1,0
1,1,0,0,0,0
2,1,0,1,0,0
2,1,0,0,0,0
1,1,0,0,0,0
3021,521,902,77,1,0
1,1,0,0,0,0
58,8,0,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
1137,237,268,105,0,0
2,1,0,0,0,0
1,1,0,0,0,0
12,3,1,4,1,0
4,1,0,1,0,0
1,1,0,0,0,0
102,21,28,6,1,0
4,1,0,1,0,0
1,1,0,0,0,0
58,18,8,16,0,0
1,1,0,0,0,0
16,6,1,5,0,0
4,1,0,1,0,0
1,1,0,0,0,0
6,2,0,1,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
12,3,1,4,1,0
4,1,0,1,0,0
1,1,0,0,0,0
249,58,55,20,1,0
2,1,0,0,0,0
1,1,0,0,0,0
17,6,1,4,1,0
4,1,0,1,0,0
1,1,0,0,0,0
51,17,5,12,1,0
1,1,0,0,0,0
257,53,56,21,1,0
1,1,0,0,0,0
155,28,29,19,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
35,7,0,6,1,0
1,1,0,0,0,0
2015,371,539,102,1,0
8,2,0,1,1,0
1,1,0,0,0,0
52,15,6,12,1,0
8,2,0,1,1,0
1,1,0,0,0,0
47,14,6,10,1,0
8,2,0,1,1,0
1,1,0,0,0,0
47,14,6,10,1,0
8,2,0,1,1,0
1,1,0,0,0,0
946,199,252,56,1,0
1,1,0,0,0,0
58,8,0,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
25,9,3,6,0,0
1,1,0,0,0,0
3,1,1,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
2,1,0,1,0,0
3,1,1,0,0,0
1,1,0,0,0,0
14,2,2,5,1,0
1,1,0,0,0,0
3,1,1,0,0,0
1,1,0,0,0,0
3,1,1,0,0,0
1,1,0,0,0,0
3,1,1,0,0,0
1,1,0,0,0,0
22,8,2,6,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
2,1,0,1,0,0
3,1,1,0,0,0
1,1,0,0,0,0
20,8,2,4,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
18,4,3,5,1,0
1,1,0,0,0,0
11,2,2,4,1,0
1,1,0,0,0,0
12,4,2,4,1,0
1,1,0,0,0,0
4,2,0,2,0,0
1,1,0,0,0,0
8,3,0,1,0,0
1,1,0,0,0,0
11,2,2,4,1,0
1,1,0,0,0,0
789,130,221,14,1,0
1,1,0,0,0,0
185,42,45,16,0,0
5,2,0,0,0,0
1,1,0,0,0,0
1461,271,431,65,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
35,7,0,6,1,0
1,1,0,0,0,0
2,1,1,0,0,0
1,1,0,0,0,0
210,45,62,8,1,0
1,1,0,0,0,0
2,1,1,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
436,86,118,28,1,0
297,72,62,39,0,0
4,1,1,1,1,0
1,1,0,0,0,0
169,35,48,8,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
56,17,6,17,1,0
1,1,0,0,0,0
684,141,191,44,0,0
1,1,0,0,0,0
58,8,0,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
231,53,54,26,0,0
1,1,0,0,0,0
